respondent_id,score,feedback,nps_reason_primary,nps_reason_secondary,primary_category,plan_type,city,tenure_days,source,sprint_id,sprint_start,tenure_cut,first_time_user
885985c2c3fb,10,Hamne wiom pehi bharosa kara pehele koi kanekshan nhi tha. Ham chahate h ki wiom lendlain zarur de,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
b7e31a5f0859,9,Natwekok,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
77e99d976185,10,Wiom ka net sabse best hai,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
94a670b47bef,0,Worst customer service,Bad Customer Support - Call Centre,,Bad Customer Support - Call Centre,,Meerut,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
b3c858ceb292,0,ye vajah hai ki speed hi nhi deta hai aur aaj to net chal hi nhi rha hai,Slow Speed,,Slow Speed,,Gorakhpur,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),
c2936fb52e78,10,Better facilities,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
29c4b6884276,0,Esse zayda bura koi network nhi ek se do ghante ke liye bar bar bnd ho jata h,Frequent Disconnections,,Frequent Disconnections,,Bareilly,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
3d889be7d9df,10,Kbhi kbhi dikkat aata hai,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
cdfe9a40087a,5,Shi hai but kabhi kabhi dikat kar deta h,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
1886968ec7b4,0,Baarish mein chalta nahi hai speed kam aati hai data kii price bhi badha diya hai ab to 😔,Expensive,Slow Speed,Expensive,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
74b6984cc961,10,Net achha chalta h,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
b1ee45e79e74,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
befbf7d3ea63,3,28 din ka validity badhake 30 kardo.,28-Day Plan Issue,,28-Day Plan Issue,,Mumbai,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
b5a7404cefda,10,Taki hamara net achcha chal sake,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
2532eca62c2a,7,Network connectivity and speed is best but agent services is not good always facing problem after recharge.,Good Speed,"RDNI (Recharge Done, No Internet)",Good Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
12fe98980706,5,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
dfdce2f5b22e,6,"It's more expansive compared to Other brands like hathway, excitel etc. App interface is not good as it doesn't show data usage, validity period at home page",Expensive,Bad Application,Expensive,,Meerut,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
34d6c7465441,9,good service,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
f389ccb4f2fc,10,Network acha hai,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
a16524ca994f,9,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
f8419a229cc9,10,Use karte time koi issue nahi hua ab tak,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
8a32cc62d955,3,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
1b903769602c,0,Poor connectivity,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),No
6b39c0e6e1b6,10,Kyu ki me khush hu esako lgawa ke,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
a730fc3961d9,10,acha sarvice no any problem best sarvice,General Good Service,,General Good Service,,Mumbai,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
0c718fcc16a7,10,This is a good wifi but the speed of wifi connection is slow and everything is perfect.,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
9ba417d50711,3,Bekar unubhav hai,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
81f9efcf980c,10,Achcha hai badhiya,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),No
cd48e1fd91c1,0,Wajah ye hai ki mujhe month 7-8 bar call Krna padta hai h bar bar band ho jata hai bad 😞,Frequent Disconnections,,Frequent Disconnections,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
dfc343a07a98,0,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
795cf6053e3a,7,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
3b7bbbb568f9,10,10,N/A,,N/A,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
da4200f801f5,6,HAR TESRE DIN TOE KHARABH HOTA REHTA HAI,Frequent Disconnections,,Frequent Disconnections,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
11d836f5a60c,9,Very good,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
3340cabee2a5,7,Yes,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
ac7917975758,7,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
94d99824317b,10,Service bahut acchi hai,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
0aa7d29e5714,0,Wiom wifi ki internet speed Slow hai or recharge karne ke baad bhi 24 & 48 hours ke baad bhi internet work nahi karta hai customer care par complete karne par bhi problem sholw nahi hoti hai Wiom customer care service is very bad and inferior than all the wifi providers.,Slow Speed,"RDNI (Recharge Done, No Internet)",Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
4ff9705f8318,7,Slow no speed,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
03d279e89eb3,3,Bhut slow net h. Bar bar band ho jata h,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
1d1f65a3fd5e,1,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
673b1c97950f,10,Internet speed too good,Good Speed,,Good Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
c9b23fe6218b,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
5ac3d4bc31c2,0,Net nhi chalna,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
e131c00b1ba3,10,internet badhiya chalta hai,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
21850ebd6a78,2,Kbhi kbhi ruk jata h,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
1c27bf903567,6,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
08799d121859,9,,,,,,Meerut,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
baeed7de9951,7,not stable network,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
764104091c7a,0,Hamara net bahut slow chalta hai iske liye Ham kisi ko bhi nahin denge,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
12ffe4e0d841,5,"Kabi kabi slow hoo jata hi
 Please may request u drew again.",Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
fba25e123028,10,Ye net sarvis bohut achi he,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
bb7779f3a063,10,Free router,Affordable,,Affordable,,Mumbai,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
20af15f9c3dd,10,Net sahi hai service bhi badiya h.,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
f1c3c80a65e6,6,Network issue bahut hai yaha,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
4bb07907b3bf,10,Good network,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
da757d81b80f,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),No
a1e36bdd32a5,0,Nat nahi chalta hai,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
bd84c3b56ed3,0,This network is not working properly and after recharge this network,"RDNI (Recharge Done, No Internet)",,"RDNI (Recharge Done, No Internet)",,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
93b0db1d3aee,9,Not better,General Good Service,,General Good Service,,Agra,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
0044fc9f9318,0,Net ki speed Bahut Slow hai,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
db19eb1e17e5,0,Always internet issues,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
99844300f0e6,0,Mere ghar me net ache se kaam nhi karta hai,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
2e14b8f09d86,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
569c87ef1878,5,Hn,N/A,,N/A,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
13553878f243,0,Hafte mein teen din kharab rahata hai,Frequent Disconnections,,Frequent Disconnections,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
9a81a22a09df,5,Good network,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
2e51d5dd364f,10,Good service,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
0405ad6218d3,10,Fast service good staff and very saported,Good customer Support - call centre,,Good customer Support - call centre,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
945b7c6470f9,0,Speed sahi nhi h or network problem aati h bahut jyada,Slow Speed,,Slow Speed,,Meerut,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
21c0be0a911e,4,Net Speed slow and auto disconnect ho jata hai,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),No
2be1451ca545,0,Par month problem aati hai,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
7b6560507281,5,"The internet speed becomes very slow, and it generally stays slow, especially compared to others WiFi.",Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),No
5c7e3e6b17bd,0,Kev ki sarvice sahi nahi kai bar bar net ban ho jata hai kabhi subah kabhi rat me bar bar ahi probalm hoti rahti hai,Frequent Disconnections,,Frequent Disconnections,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
15176aea1730,0,Speed + router,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
d58349785797,10,All good,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
dc638a98b653,0,Network problem bhaut rehta hai,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
b6ea74fb66a6,5,Wifi subah ko 5:39 pe apne aap bnd ho jata hai thodi der ke liya jise mujhe office work me problem hota hai. Please solve this problem ASAP,Frequent Disconnections,,Frequent Disconnections,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),No
badab400ad72,10,Wiom network Acha h,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
1108cd106490,10,Good service,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
c5cba9d5c881,0,Net not proper working,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
d887c106a4e1,10,Good net,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
47e727329cfb,0,Net sahi kam nhi kr raha,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
96c575facedf,0,0,N/A,,N/A,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
2d51b7aea3b7,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
1ae19bcbf988,10,400,N/A,,N/A,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
9b169708b2aa,1,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
37e796a0ea6f,8,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
0f468da6d575,0,Law monk,N/A,,N/A,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
d13e7fdd69d2,0,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
37731707a295,5,Bich bich m net bnd ho jata h speed bhi slow ho jati h,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
3e2b789f2836,5,MERA WIFI GROUND FLOOR PE LGA HUA HAIN OR SIRF GROUBD FLOOR PE HI NETWORK AATE HAIN 1ST FLOOR PE NETWORK NHI AATE HAIN,Range Issue,,Range Issue,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
2b8a1d517086,5,Service very bad,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
565e495f3b68,10,10,N/A,,N/A,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
3562c2d13554,10,Is wiom ke Internet se jiohotstar nahi chal raha,N/A,,N/A,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
17068a8200c0,10,"Network stable hai, or services fast hai costing km hai",Affordable,Good Speed,Affordable,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
459fa884216c,7,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
4c8279f48e67,0,Bekar connectivity chali jati hai,General Bad Service,,General Bad Service,,Bareilly,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),No
24ebb84b911e,10,Auron ke mukabale Achcha hai,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
4da4f6457687,10,best service,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),
30d012f58bbe,0,Cable problem,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
37d44be2ddf5,10,Yes,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),
6848b69c1645,1,"Worst Internet service 
  buffering",Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
507a5e4c8c48,0,Bekar network,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
c7466f295eee,2,Net is working very slowley,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
2ef3b4e9b1cc,0,Nett sahi nhi chalta thick se nahi chalta,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
ac8d40892e70,10,"cost effective, and good for home",Affordable,,Affordable,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
fe6097062723,10,10,N/A,,N/A,,Mumbai,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
39a5e388b9ba,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
93db1859ccb7,10,,,,,,Mumbai,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
d4b4f4f9ceab,0,"Nihi me wiom internet ki service se bahut presan huaa fir email kar ke bhi Koi fayda nahi huaa pure 3 din internet issue nhi Kar Paya fir bhi time se internet band kar diya..
 Payment month ki hoti hai use 24 din hi hota hai......",No/Late Complaint Resolution,,No/Late Complaint Resolution,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
0dc73c45e06b,0,Service hi nahi de rahe hain,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
15bb953a5208,0,"Speed slow , connection problem , network losting",Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
b59653577322,0,Network issue,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
1ffa4ddea04e,10,As we are satisfied with their services.,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
b8590e0ebceb,10,Apki service bhot best h bus isliye m apne relatives ko net k liye bolna chahugi thanks,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
70dd8508ba8c,8,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
c2c6ff030ac3,10,Listen to complaint and quickly solved the problem that's why,Fast Complaint Resolution,,Fast Complaint Resolution,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
c58f3836dd04,0,Very beb bed service care less staf,Bad Customer Support - Call Centre,,Bad Customer Support - Call Centre,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
94bad4343b7d,8,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
767b0f225d43,10,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
ace6cef1934a,9,Best Network,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
d4c1655707fe,10,Good Service,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
235852395a57,7,Mostly acha chalta h but kabhi kbhi red light show ho jati h jisse ki net ruk jata hai or company wale 24h ka time dete h and recharge khatam hote hi turant net bnd krdete h baaki blue light me bhot achi speed deta hai,Good Speed,,Good Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
2f6177d6ec1d,4,4,N/A,,N/A,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
657f8dc4c520,10,Mujhe agar koi relative milta hai to me unhe wiom ka wifi lagwane ki salah deta hu,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
5a2a03d48bca,6,Kabhi kabhi net ekdum se band ho jata hai 23 24 ghante k lie,Frequent Disconnections,,Frequent Disconnections,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
101a0ba34436,4,Jyadatar net chalta nhi tha,Frequent Disconnections,,Frequent Disconnections,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
a2bb0fff03b1,10,10,N/A,,N/A,,Mumbai,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
3c923de2f508,10,Kam price m achchi service,Affordable,,Affordable,,Agra,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
ea16ebd2ad5a,0,"Your service is very bad. If there is a breakdown, it starts working after 2 days and no compensation is given for it.",No/Late Complaint Resolution,,No/Late Complaint Resolution,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
a02e03920227,10,Good connectivity. Do you provide connection in dilshad garden also.,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
eac213f124e1,0,Ek dam bekar network na hi koi range aati hai na hi koi sunwayi hoti hai,No/Late Complaint Resolution,Range Issue,No/Late Complaint Resolution,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
01bc33083d51,5,Kuch bhi nahi,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
16df9e394e37,10,Good service & good internet 🛜🛜🛜🛜 speed don't any problem everything is good 👍👍👍👍,Good Speed,,Good Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
76e068733d57,0,"6 din se internet kaam nahi kiya,nahi refund aya nahi aur kuch.",No/Late Complaint Resolution,,No/Late Complaint Resolution,,Mumbai,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),No
d32a24d5429b,0,Hmesha recharge krne k ek din baad net chalu hota h vo bhi customer care pr call krne k baad or khtm time pr ho jata h,"RDNI (Recharge Done, No Internet)",,"RDNI (Recharge Done, No Internet)",,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
c0aa9c49ead5,7,Affordable,Affordable,,Affordable,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
bc00bbd793e6,5,Your internet connection slow sometimes and lot of issues from your side when we need internet that time suddenly internet didn't work it's so frustrating thing that's why I have this rating,Slow Speed,,Slow Speed,,Mumbai,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
b99bc6d960f5,9,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
77dcf97687f0,10,Fast chalta hai,Good Speed,,Good Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
fc2aaabb3baa,5,Kyuki ise sirf net h channel nahi hai,"OTT Request, No OTT complaint",,"OTT Request, No OTT complaint",,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
453474f80d1d,0,Service and 3thrd party,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
080ac56f2a97,0,Network connectivity. Slow speed,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
22eb2d0793b8,10,Sirf 500 ka recharge hota Hai,Affordable,,Affordable,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
009f51fd6f12,0,Service Sahi nahin Hai mahine mein 30 din hota Hai aur 31 Magar wiom ka recharge 28 din ka hota Hai jismein se kam se kam 4 se 5 din band hi rahata hai complaint karne ke bad bhi iska Koi upchar nahin hota unka man jab hota Hai tab wapas chalu hota hai bus yahi vajah hai ki main Kisi Ko wiom network joint karne ki Salah nahin dunga dhanyvad,No/Late Complaint Resolution,28-Day Plan Issue,No/Late Complaint Resolution,,Mumbai,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
2019b103c624,0,Wrost service,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
249db06e711b,5,Speed,Slow Speed,,Slow Speed,,Meerut,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
7a8c2b946b99,1,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
b59d19892280,10,Net bar bar atak ke chel raha hi,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
fd595a4cd898,0,Apka network bahot slow hai,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
f57e4fe5e136,8,"Net slow chalta hai or
 Bar bar off ho jata hai",Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
c6b2167ba2d1,7,your wifi dont work most of time in late night between 3-4am. and also it got disconnected for long time atleast 4 times a month. also please come up with IOS app for WIOM,Frequent Disconnections,,Frequent Disconnections,,Mumbai,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),No
bbd89a89d4dc,3,Net bahuth slow chalta hai dusara khabi bhi band ho jata h,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
0a98c6a87a0f,8,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
79e0f2f453bc,1,Kyuki net ki speed kafi slow ho jati hai both 4 g and 5 g ma and the net not working properly some time,Slow Speed,,Slow Speed,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
017d30f64fe6,5,Slow speed,Slow Speed,,Slow Speed,,Mumbai,0,WhatsApp,Sprint RSP5,2026-04-01,Mid (3-6 mo),Yes
82248f821e3a,9,Good service,General Good Service,,General Good Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
c338d6e5a0ed,0,,,,,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
e7f38b26451e,2,Month k last hone se pehle hi wifi disconnect ho jata hai,General Bad Service,,General Bad Service,,Delhi,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
b9b938a25762,10,Network problem belkul sahi chlu hai,General Good Service,,General Good Service,,Mumbai,0,WhatsApp,Sprint RSP5,2026-04-01,Long (6+ mo),Yes
